timestamp,symbol,estado,ratio,intensidad
2026-04-17 08:24:23,AVAXUSDT,FLUJO_NORMAL,0.13,BAJA
2026-04-17 08:25:26,BTCUSDT,INYECCION_GAS,3.42,ALTA
2026-04-17 08:25:26,ETHUSDT,INYECCION_GAS,2.11,MEDIA
2026-04-17 08:25:26,SOLUSDT,INYECCION_GAS,2.75,MEDIA
2026-04-17 08:25:26,BNBUSDT,FLUJO_NORMAL,1.5,BAJA
2026-04-17 08:25:26,AVAXUSDT,INYECCION_GAS,2.48,MEDIA
2026-04-17 08:26:30,BTCUSDT,INYECCION_GAS,7.45,ALTA
2026-04-17 08:26:30,ETHUSDT,INYECCION_GAS,4.62,ALTA
2026-04-17 08:26:30,SOLUSDT,INYECCION_GAS,4.09,ALTA
2026-04-17 08:26:30,BNBUSDT,FLUJO_NORMAL,1.84,BAJA
2026-04-17 08:26:30,AVAXUSDT,INYECCION_GAS,2.72,MEDIA
2026-04-17 08:27:34,BTCUSDT,INYECCION_GAS,2.68,MEDIA
2026-04-17 08:27:34,ETHUSDT,INYECCION_GAS,2.66,MEDIA
2026-04-17 08:27:34,SOLUSDT,FLUJO_NORMAL,1.4,BAJA
2026-04-17 08:27:34,BNBUSDT,FLUJO_NORMAL,0.48,BAJA
2026-04-17 08:27:34,AVAXUSDT,INYECCION_GAS,2.72,MEDIA
2026-04-17 08:28:37,BTCUSDT,FLUJO_NORMAL,0.77,BAJA
2026-04-17 08:28:37,ETHUSDT,FLUJO_NORMAL,0.62,BAJA
2026-04-17 08:28:37,SOLUSDT,FLUJO_NORMAL,0.54,BAJA
2026-04-17 08:28:37,BNBUSDT,FLUJO_NORMAL,0.36,BAJA
2026-04-17 08:28:37,AVAXUSDT,FLUJO_NORMAL,0.58,BAJA
2026-04-17 08:29:41,BTCUSDT,FLUJO_NORMAL,0.68,BAJA
2026-04-17 08:29:41,ETHUSDT,FLUJO_NORMAL,0.46,BAJA
2026-04-17 08:29:41,SOLUSDT,FLUJO_NORMAL,0.8,BAJA
2026-04-17 08:29:41,BNBUSDT,FLUJO_NORMAL,0.62,BAJA
2026-04-17 08:29:41,AVAXUSDT,FLUJO_NORMAL,1.53,BAJA
2026-04-17 08:30:44,BTCUSDT,FLUJO_NORMAL,0.33,BAJA
2026-04-17 08:30:44,ETHUSDT,FLUJO_NORMAL,0.48,BAJA
2026-04-17 08:30:44,SOLUSDT,FLUJO_NORMAL,0.53,BAJA
2026-04-17 08:30:44,BNBUSDT,FLUJO_NORMAL,0.39,BAJA
2026-04-17 08:30:44,AVAXUSDT,FLUJO_NORMAL,0.41,BAJA
