close,ema_50,ema_200,rsi
86.18,84.76,83.95,47.24
85.99,84.76,83.95,47.24
86.62,84.76,83.95,47.24
86.48,84.76,83.95,47.24
86.56,84.76,83.95,47.24
86.88,84.76,83.95,47.24
86.93,84.76,83.95,47.24
87.72,84.76,83.95,47.24
85.27,84.76,83.95,47.24
85.26,84.76,83.95,47.24
84.17,84.76,83.95,47.24
84.19,84.76,83.95,47.24
84.82,84.76,83.95,47.24
84.17,84.76,83.95,47.24
84.02,84.76,83.95,47.24
83.42,84.76,83.95,47.24
83.46,84.76,83.95,47.24
83.89,84.76,83.95,47.24
84.06,84.76,83.95,47.24
84.59,84.76,83.95,47.24
84.71,84.76,83.95,47.24
84.91,84.76,83.95,47.24
83.26,84.76,83.95,47.24
82.19,84.76,83.95,47.24
83.04,84.76,83.95,47.24
83.06,84.76,83.95,47.24
83.35,84.76,83.95,47.24
83.01,84.76,83.95,47.24
83.36,84.76,83.95,47.24
83.07,84.76,83.95,47.24
