close,ema_50,ema_200,rsi
76066.38,76740.45,72837.18,50.55
76330.97,76740.45,72837.18,50.55
76342.77,76740.45,72837.18,50.55
76994.78,76740.45,72837.18,50.55
77053.64,76740.45,72837.18,50.55
77590.03,76740.45,72837.18,50.55
75924.25,76740.45,72837.18,50.55
75563.86,76740.45,72837.18,50.55
75780.0,76740.45,72837.18,50.55
75928.1,76740.45,72837.18,50.55
76161.67,76740.45,72837.18,50.55
76059.43,76740.45,72837.18,50.55
76473.6,76740.45,72837.18,50.55
76284.0,76740.45,72837.18,50.55
